"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Aruba","ABW","Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita)","EN.GHG.CO2.PC.CE.AR5","","","","","","","","","","","0.427480916030534","0.489954236913288","0.680483056833256","0.759875812621143","0.745514061937651","0.984647053778197","0.966282894736842","1.14544213041994","1.22328841704097","1.28228953726073","1.3320202306832","1.36882254842065","1.33494353417325","1.35630262904159","1.56754264638082","1.68643079315708","1.89718175902288","2.1754931624943","2.40683622389645","3.26588686862002","3.20144056857839","3.43268180162681","3.63162089703645","3.41182058763656","3.68064952638701","3.93709667314078","2.48852699919298","3.97098527247657","3.9671682626539","3.96502303170903","2.9650726365523","2.96919257647175","3.2213219801464","3.67129112619191","3.66730433685804","3.94120960721053","4.26236104823701","4.5681477783325","4.49874649464411","4.84921853470336","4.73497122881439","2.82870817128208","3.60099894342522","3.90158504849775","4.12613405488404","4.28150427223695","4.45979379546939","4.29116659769164","4.27792265031035","5.10883400639177","4.16808641918462","4.64809656453111","4.68455875500885","4.93670768170344","",
"Africa Eastern and Southern","AFE","Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita)","EN.GHG.CO2.PC.CE.AR5","","","","","","","","","","","1.35530296415602","1.30863670366218","1.32197185640181","1.40146792804693","1.39794347491409","1.42160501757215","1.44317384297433","1.42121229878657","1.28374091331589","1.27295835497486","1.30888124728755","1.31902441904495","1.29297898184068","1.26522900237847","1.29820438683977","1.28907986256362","1.2537471003311","1.29058772785542","1.27348814431578","1.22743601350348","1.23286898782874","1.17457800681814","1.12398795460293","1.0932785990257","1.08883581936973","1.11724840987468","1.12870972668426","1.14502167209129","1.13612071340755","1.07366312681643","1.06224040916636","1.06400525328806","1.06914985608402","1.09613904669279","1.15029873347481","1.15243439029391","1.14241721233419","1.16052182044321","1.19212343708742","1.10809144303788","1.10758741380866","1.06705872289157","1.07362868730556","1.08644916165911","1.09641627194981","1.04337266896328","1.02611620352542","1.01287268706958","0.997156908690821","0.98349171676113","0.845417186255912","0.863532873647527","0.816361436828426","0.784640732307806","",
"Afghanistan","AFG","Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita)","EN.GHG.CO2.PC.CE.AR5","","","","","","","","","","","0.15357664678381","0.149874646287795","0.142875268608205","0.142613928492674","0.175657846776282","0.158838837215165","0.144917426699585","0.17109974876986","0.142093698969859","0.15080296555976","0.152354212000916","0.189309710233589","0.210128338776084","0.274931759367253","0.288171252381879","0.360851790151828","0.345146625144461","0.287394828403475","0.267970159237399","0.24389241514801","0.242593598026177","0.232619343650673","0.137051251098165","0.119439165928091","0.10369954846514","0.0857268287354924","0.0797826255599618","0.0750375662032016","0.0741336271677719","0.0691630566199303","0.0504760801948225","0.0465729492262171","0.0440777829029563","0.0443407305372896","0.03789792931894","0.0518878290280668","0.0553923376777949","0.0775612303767694","0.144751528002023","0.221465726059917","0.275380974794698","0.388742453073337","0.319626607745266","0.262469648389334","0.238642815009995","0.246706024551365","0.216929891611134","0.226011227289355","0.215877625146902","0.191490829184533","0.18055501271226","0.198267957840034","0.203551890416193","0.210043425410172","",
"Africa Western and Central","AFW","Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita)","EN.GHG.CO2.PC.CE.AR5","","","","","","","","","","","0.347426517204158","0.457250755774942","0.550164837555941","0.697791102867128","0.843932738435554","0.658420682618864","0.726803307007317","0.618096404822101","0.625056947147781","0.802119490521922","0.719124231894047","0.603436173072447","0.5624986423772","0.557790034498079","0.550276531896263","0.557863469928987","0.528906564110589","0.497012633278525","0.52112041680605","0.532165489834735","0.49040247367189","0.501841936415744","0.528290038433913","0.506310368897728","0.477636485797932","0.507183273692084","0.571195524813002","0.553488160923332","0.518728096677132","0.511601786661486","0.533661233260197","0.551083898694549","0.502950753690679","0.528566210567396","0.510387030502224","0.500513164604261","0.464381052277335","0.437051092228309","0.451267465340572","0.417316125294391","0.456851164651759","0.473954567156266","0.47034807932458","0.50440016056654","0.513469247225856","0.499586914619379","0.506323433479928","0.495060473040885","0.509712919454392","0.518890458701009","0.497159160200381","0.512748783317137","0.505462163299022","0.48221727602783","",
"Angola","AGO","Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita)","EN.GHG.CO2.PC.CE.AR5","","","","","","","","","","","1.5264349229803","1.42202553052844","1.67892130265933","1.77615250336228","1.78526308913448","1.59356780053974","1.03072032820216","1.6444084714196","1.87630976618686","1.80693589451635","1.76005966162241","1.56862452221873","1.4593251465324","1.45561210452557","1.41700802160681","1.44222588535574","1.40502689988116","1.38138656476397","1.37560074580453","1.34389969108147","0.965968712477508","0.979787215550443","0.975473352891632","0.946555875493631","0.867215446252477","0.945511671794974","1.10640250320144","1.11880204193429","1.12381978934481","1.15089867484594","1.01957601509466","0.966865641126569","0.91849471761946","0.965775643300561","0.951069768682142","0.810676972733782","0.815387085036386","0.820836438095978","0.886032980276111","0.940848252177258","0.976178185498281","0.976532176921039","0.981682218580684","1.09052260179579","1.13720270585859","1.1754292718486","1.0720530773493","0.924168969446141","0.839018754260571","0.851665227724358","0.61913898758344","0.731567420293545","0.767587420793175","0.76816250904152","",
"Albania","ALB","Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita)","EN.GHG.CO2.PC.CE.AR5","","","","","","","","","","","2.26881182161005","2.21134600907831","2.46009363718311","2.15604471009495","2.26779523123035","2.25550153004515","2.35775419906074","2.46699284596343","2.65794738347467","3.03178355219128","3.0215228535062","2.59444413467662","2.61216731949899","2.73991195375462","2.90287695102893","2.72328773776782","2.69678608234206","2.68928737630144","2.60939632171735","2.449206816849","2.02188196590824","1.34061265033871","0.727739950151507","0.688720897769551","0.730810191997845","0.649353908545874","0.648635920143509","0.502019991226959","0.612012670487417","0.992866007157796","1.04644601682018","1.1238907081397","1.3131389277649","1.38543816060976","1.45823883467754","1.37755866121952","1.38166585186465","1.4290827291561","1.423194135406","1.46014423817574","1.56432102617866","1.71699317945955","1.56285286069064","1.64737424579253","1.76379943401137","1.68830316766428","1.57515330650766","1.85891071277559","1.85097837827277","1.73551805047385","1.60713272623032","1.79228258263962","1.65929303100527","1.67219476382134","",
"Andorra","AND","Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita)","EN.GHG.CO2.PC.CE.AR5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita)","EN.GHG.CO2.PC.CE.AR5","","","","","","","","","","","2.24711094978642","2.33205656340608","2.53297041233049","2.84615008597056","2.70465155227609","2.63360977575266","3.01318825405576","3.01418507011364","3.12325568661101","3.24137725248962","3.29928117802913","3.00602265728913","3.02824440865023","3.04467640550356","2.92681046757875","2.95171960725651","2.98959843140416","3.03586030814534","3.10830144539706","3.16433879318311","3.05416380888613","3.0724797217465","3.1922366793225","3.32192272242819","3.43350957498953","3.44809860646507","3.45332059644329","3.53172635054452","3.49107195305363","3.46453345433163","3.5066693458292","3.6282264627197","3.66257090307765","3.68357775564047","3.79973743556739","3.97372625003149","4.07420334366862","4.13314001094876","4.32741395266453","4.37136973332286","4.54220501792065","4.55986749973683","4.77097399813196","4.74915587831192","4.80031301506869","4.79605263282692","4.74301501300353","4.71887556951708","4.60094783666743","4.57247190340165","4.27290948985851","4.40069810346158","4.4035884024526","4.38092948939345","",
"United Arab Emirates","ARE","Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita)","EN.GHG.CO2.PC.CE.AR5","","","","","","","","","","","67.9314292095932","75.9037331319565","72.0685481566904","82.1349269819592","73.6284137586973","67.5674580367538","74.011229715555","64.5956331164488","65.0106144519656","41.5340840560959","40.5026090381018","34.6004700619627","32.635441583717","29.7843852327968","38.2705613187177","37.6014851467185","34.2338026268534","33.0760669883449","30.3184467959101","31.8104691396099","29.9689182497287","32.254241697257","29.565192719638","29.6630699075151","31.1695189563729","31.7918873338476","31.1410228968372","29.9216656432681","28.4428044668814","27.2970466401042","25.3198800655489","27.1939982651151","26.1619793238318","25.956044391153","25.9698706267172","26.252392926584","25.3933041863808","24.382755503246","26.0607102012736","24.6511808903397","25.0302408877764","24.9508835057255","25.0317529122846","25.3376205035441","24.5554653921364","24.2932089958222","23.7512527846654","22.1460497819364","20.0129970991904","20.9238618071447","20.7946079996698","21.0257863269429","20.5359774022313","19.648625763813","",
"Argentina","ARG","Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita)","EN.GHG.CO2.PC.CE.AR5","","","","","","","","","","","3.66730466502113","3.62328591155256","3.64040764268354","3.70519769520129","3.66359978305943","3.51381015777665","3.63697095872531","3.72707013626981","3.63331217516867","3.78209935508841","3.63514453085786","3.47094372922614","3.38839760198549","3.45133728542823","3.37659598756231","3.10551920048894","3.2986585088008","3.42740047684116","3.4937772596129","3.33973145133511","3.0586122482175","3.17760655382706","3.1908502781558","3.25813902302414","3.31325436085022","3.31532174774922","3.56398428069905","3.64212643831161","3.79425483726053","3.80323167353369","3.67500561079405","3.49096906098567","3.2620858169305","3.51976128011969","3.85751040887454","3.91872470742059","4.10421553720694","4.32708912512489","4.4357867480596","4.03659973529201","4.29667743910718","4.43018394628793","4.47955623063869","4.53801219304993","4.41804077536038","4.51393025813273","4.42297985438054","4.3211555474833","4.25124625791196","4.07544537651257","3.76439263041561","4.20773343985927","4.26096742981134","4.03567968932418","",
